log_id,department,user_hash,prompt_text,model,input_tokens,output_tokens,total_tokens,cost,created_at
41,재무/기획팀,user_b07_finplan_18,팀 내 공유용으로 기능 채택률 관련 아이디어를 10개 제안해줘,gpt-4o-mini,252,281,533,0.27,2026-09-08 14:50:00
42,개발팀,user_b07_dev_07,"대시보드 API 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,528,967,1495,0.84,2026-04-09 14:17:00
43,영업팀,user_b07_sales_12,다음 달 리드 전환 성과를 경영진 보고용 보고서 형식으로 정리해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o-mini,775,971,1746,0.9,2026-02-20 11:03:00
44,고객지원팀,user_b07_cs_04,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘,gpt-4.1-mini,959,883,1842,1.14,2026-04-21 10:50:00
45,마케팅팀,user_b07_mkt_22,테스트용으로 파일 검증 모듈의 단위 테스트 코드를 만들어줘,gpt-4o,938,1099,2037,5.03,2026-07-16 14:01:00
46,개발팀,user_b07_dev_04,Azure OpenAI 용어의 의미와 예시를 간단히 정리해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4.1-mini,296,282,578,0.36,2026-04-07 11:41:00
47,재무/기획팀,user_b07_finplan_22,가상고객A 고객의 결제 오류 문의에 대해 정중한 답변을 작성해줘,gpt-4o,464,401,865,1.99,2026-02-14 17:22:00
48,인사팀,user_b07_hr_03,이번 달 입사 초기 이탈률 성과를 경영진 보고용 보고서 형식으로 정리해줘,gpt-4o-mini,561,1191,1752,1.01,2026-05-19 15:42:00
49,마케팅팀,user_b07_mkt_04,테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘,gpt-4o-mini,512,549,1061,0.53,2026-01-29 12:28:00
50,고객지원팀,user_b07_cs_06,팀 내 공유용으로 재문의율 관련 아이디어를 10개 제안해줘,gpt-4o-mini,244,508,752,0.43,2026-06-19 15:11:00
51,인사팀,user_b07_hr_19,결제 오류 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘,gpt-4o-mini,521,741,1262,0.67,2026-09-17 10:39:00
52,인사팀,user_b07_hr_15,응답 시간 지표를 기준으로 다음 달 예상 리스크를 설명해줘,gpt-4.1-mini,499,546,1045,0.67,2026-01-02 16:28:00
53,개발팀,user_b07_dev_03,"대시보드 API 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘",gpt-4o,453,692,1145,3.0,2026-05-16 13:50:00
54,인사팀,user_b07_hr_13,인사팀에서 공유할 채용공고 결과 보고서를 1페이지 분량으로 작성해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4o-mini,509,677,1186,0.62,2026-02-19 10:49:00
55,재무/기획팀,user_b07_finplan_01,사업 전략 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o,703,886,1589,3.99,2026-02-21 15:22:00
56,인사팀,user_b07_hr_15,"지원자 수 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘",gpt-4.1-mini,399,1204,1603,1.26,2026-01-07 14:11:00
57,개발팀,user_b07_dev_07,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4o-mini,1023,533,1556,0.65,2026-06-28 12:46:00
58,인사팀,user_b07_hr_17,파일럿 고객에게 보낼 후속 안내 메일을 작성해줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘,gpt-4.1,591,325,916,2.26,2026-02-28 10:11:00
59,마케팅팀,user_b07_mkt_10,전환율 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4.1-mini,619,710,1329,0.87,2026-03-26 10:43:00
60,고객지원팀,user_b07_cs_09,배송 지연 성과 데이터를 표로 요약하고 해석해줘,gpt-4o-mini,833,1039,1872,0.97,2026-02-12 09:45:00
61,영업팀,user_b07_sales_04,데이터 누락 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4.1-mini,378,572,950,0.66,2026-04-16 11:18:00
62,개발팀,user_b07_dev_14,Azure OpenAI의 개념을 비전공자도 이해할 수 있게 설명해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4.1-mini,209,316,525,0.36,2026-09-21 10:03:00
63,고객지원팀,user_b07_cs_11,환불 정책 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4o-mini,563,1275,1838,1.07,2026-07-10 12:52:00
64,고객지원팀,user_b07_cs_01,전환율 지표를 기준으로 다음 달 예상 리스크를 설명해줘,gpt-4o-mini,490,473,963,0.47,2026-07-24 16:04:00
65,인사팀,user_b07_hr_16,GitHub Actions에서 CSV 업로드 기능을 구현하는 예시 코드를 작성해줘 참고용 가짜 연락처: 010-0000-0000,gpt-4.1,637,1277,1914,6.39,2026-06-06 14:09:00
66,고객지원팀,user_b07_cs_12,가상 구독 상품 사용자에게 보낼 후속 안내 메일을 작성해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4.1,283,643,926,3.16,2026-07-10 13:49:00
67,개발팀,user_b07_dev_01,결제 오류 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4o,302,566,868,2.37,2026-08-12 15:58:00
68,인사팀,user_b07_hr_19,이번 달 HR 리더십 성과를 실무자 공유용 보고용 보고서 형식으로 정리해줘,gpt-4o-mini,609,1036,1645,0.91,2026-06-30 13:02:00
69,재무/기획팀,user_b07_finplan_21,시장 조사 성과 데이터를 표로 요약하고 해석해줘,gpt-4o-mini,960,762,1722,0.8,2026-02-12 09:01:00
70,마케팅팀,user_b07_mkt_24,GitHub Actions 용어의 의미와 예시를 간단히 정리해줘 샘플 문의 연락처 010-1234-0000을 포함해줘,gpt-4o,360,236,596,1.28,2026-02-26 10:55:00
71,개발팀,user_b07_dev_08,비용 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4.1-mini,837,861,1698,1.08,2026-07-01 13:33:00
72,마케팅팀,user_b07_mkt_02,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘,gpt-4.1-mini,599,600,1199,0.76,2026-01-16 09:57:00
73,마케팅팀,user_b07_mkt_09,"이메일 오픈율 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4.1-mini,855,737,1592,0.97,2026-05-21 11:58:00
74,마케팅팀,user_b07_mkt_03,브랜드 검색량 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 참고용 가짜 연락처: 010-0000-0000,gpt-4o-mini,385,1067,1452,0.87,2026-03-26 10:25:00
75,영업팀,user_b07_sales_12,테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4.1-mini,562,463,1025,0.62,2026-04-05 16:14:00
76,고객지원팀,user_b07_cs_13,FAQ 구조 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,659,974,1633,0.88,2026-09-20 17:56:00
77,개발팀,user_b07_dev_07,데모고객D 고객의 서비스 해지 문의에 대해 정중한 답변을 작성해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4o-mini,261,557,818,0.47,2026-05-13 13:13:00
78,재무/기획팀,user_b07_finplan_19,"사용자 증가율 성과 데이터를 표로 요약하고 해석해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,537,823,1360,0.73,2026-06-21 16:13:00
79,인사팀,user_b07_hr_20,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘",gpt-4.1-mini,775,417,1192,0.64,2026-02-20 12:08:00
80,재무/기획팀,user_b07_finplan_25,투자 우선순위의 개념을 비전공자도 이해할 수 있게 설명해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4.1-mini,106,229,335,0.25,2026-01-27 09:17:00
81,영업팀,user_b07_sales_02,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4o-mini,967,775,1742,0.81,2026-03-08 16:55:00
82,마케팅팀,user_b07_mkt_06,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘,gpt-4.1-mini,749,1081,1830,1.25,2026-02-17 12:04:00
83,영업팀,user_b07_sales_19,전환율 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘 참고용 가짜 연락처: 010-0000-0000,gpt-4.1-mini,841,915,1756,1.13,2026-06-22 10:15:00
84,영업팀,user_b07_sales_07,최근 4주 영업 파이프라인 성과를 임원 보고용 보고서 형식으로 정리해줘,gpt-4.1-mini,719,1198,1917,1.35,2026-08-20 09:16:00
85,마케팅팀,user_b07_mkt_06,다음 달 랜딩페이지 이탈률 성과를 본부장 보고용 보고서 형식으로 정리해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4o-mini,825,773,1598,0.77,2026-03-28 17:17:00
86,인사팀,user_b07_hr_12,팀 내 공유용으로 사내 교육 관련 아이디어를 10개 제안해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4o-mini,161,505,666,0.41,2026-06-01 15:42:00
87,고객지원팀,user_b07_cs_06,"이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘 가상의 인사평가 문구, 면접 피드백, 연락처 010-0000-0000, demo.user@example.invalid를 포함해줘",gpt-4o-mini,641,742,1383,0.7,2026-03-30 17:42:00
88,영업팀,user_b07_sales_04,"계약 성공률 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o,506,1197,1703,4.85,2026-04-19 10:46:00
89,마케팅팀,user_b07_mkt_10,신제품 캠페인 성과 데이터를 표로 요약하고 해석해줘,gpt-4o-mini,863,1131,1994,1.04,2026-09-13 09:52:00
90,고객지원팀,user_b07_cs_02,상반기 재문의율 성과를 경영진 보고용 보고서 형식으로 정리해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4o-mini,806,979,1785,0.92,2026-09-19 12:22:00
91,영업팀,user_b07_sales_13,테스트고객C 고객의 배송 지연 문의에 대해 정중한 답변을 작성해줘,gpt-4o-mini,278,682,960,0.57,2026-05-15 17:47:00
92,고객지원팀,user_b07_cs_03,고객지원팀에서 공유할 FAQ 구조 결과 보고서를 1페이지 분량으로 작성해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4o-mini,366,655,1021,0.57,2026-09-05 14:49:00
93,마케팅팀,user_b07_mkt_07,전환율 관련 긴 문서를 임원 보고용으로 3문단 요약해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,965,461,1426,0.58,2026-02-18 10:57:00
94,고객지원팀,user_b07_cs_03,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘,gpt-4o-mini,810,1144,1954,1.04,2026-06-18 11:33:00
95,개발팀,user_b07_dev_05,SQLAlchemy 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘,gpt-4.1-mini,1138,486,1624,0.82,2026-04-25 11:32:00
96,재무/기획팀,user_b07_finplan_14,도달률 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘 샘플 문의 연락처 010-1234-0000을 포함해줘,gpt-4o-mini,956,561,1517,0.65,2026-05-20 11:02:00
97,재무/기획팀,user_b07_finplan_04,경쟁사 분석 성과 데이터를 표로 요약하고 해석해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4.1-mini,850,1011,1861,1.22,2026-05-11 11:42:00
98,인사팀,user_b07_hr_24,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘,gpt-4.1-mini,342,464,806,0.55,2026-07-26 09:11:00
99,고객지원팀,user_b07_cs_09,환불 정책 관련 긴 문서를 임원 보고용으로 3문단 요약해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4.1-mini,1001,789,1790,1.06,2026-07-08 17:27:00
100,고객지원팀,user_b07_cs_03,계정 접근 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘,gpt-4o-mini,539,633,1172,0.6,2026-07-22 16:42:00
101,개발팀,user_b07_dev_17,테스트고객C 고객의 계정 접근 문의에 대해 정중한 답변을 작성해줘 참고용 가짜 연락처: 010-0000-0000,gpt-4o-mini,290,711,1001,0.59,2026-08-27 10:21:00
102,고객지원팀,user_b07_cs_05,고객지원팀에서 공유할 고객 불만 응대 결과 보고서를 1페이지 분량으로 작성해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,640,660,1300,0.64,2026-08-11 16:22:00
103,고객지원팀,user_b07_cs_02,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4.1,1021,475,1496,3.53,2026-01-30 10:28:00
104,마케팅팀,user_b07_mkt_10,랜딩페이지 이탈률 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4.1-mini,361,888,1249,0.95,2026-06-22 11:23:00
105,영업팀,user_b07_sales_06,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4.1-mini,780,532,1312,0.75,2026-03-05 11:43:00
106,고객지원팀,user_b07_cs_02,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4o-mini,1153,607,1760,0.73,2026-01-10 10:14:00
107,인사팀,user_b07_hr_19,FastAPI와 Node.js의 차이를 비교해줘 참고용 가짜 이메일: demo.user@example.invalid,gpt-4o-mini,221,368,589,0.32,2026-05-25 13:15:00
108,고객지원팀,user_b07_cs_15,Python에서 파일 검증 기능을 구현하는 예시 코드를 작성해줘 참고용 가짜 연락처: 010-0000-0000,gpt-4o-mini,816,1386,2202,1.21,2026-09-09 09:21:00
109,고객지원팀,user_b07_cs_02,"구독 상품 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 샘플 문의 연락처 010-1234-0000을 포함해줘",gpt-4o-mini,722,1043,1765,0.94,2026-09-17 16:53:00
110,인사팀,user_b07_hr_16,테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,264,672,936,0.56,2026-07-29 12:41:00
111,영업팀,user_b07_sales_05,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘,gpt-4.1-mini,925,699,1624,0.95,2026-05-12 14:42:00
112,고객지원팀,user_b07_cs_08,"응답 시간 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 가상고객A와 가상고객B 사례를 포함해줘",gpt-4o-mini,654,1147,1801,1.0,2026-08-06 16:51:00
113,영업팀,user_b07_sales_18,"매출 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,783,1228,2011,1.09,2026-07-24 14:34:00
114,마케팅팀,user_b07_mkt_05,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: TypeError: NoneType object is not iterable,gpt-4.1,483,1485,1968,7.04,2026-05-26 09:03:00
115,개발팀,user_b07_dev_02,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘,gpt-4.1-mini,1102,357,1459,0.69,2026-03-06 17:14:00
116,재무/기획팀,user_b07_finplan_08,"재무/기획팀에서 공유할 기능 채택률 결과 보고서를 1페이지 분량으로 작성해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,516,948,1464,0.82,2026-09-25 11:54:00
117,인사팀,user_b07_hr_21,채용공고 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4o,1272,723,1995,4.11,2026-09-26 11:51:00
118,인사팀,user_b07_hr_06,가상 구독 상품 사용자에게 보낼 후속 안내 메일을 작성해줘,gpt-4o-mini,620,683,1303,0.65,2026-07-17 14:18:00
119,재무/기획팀,user_b07_finplan_02,"투자 우선순위 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,382,1278,1660,1.03,2026-02-24 10:30:00
120,고객지원팀,user_b07_cs_01,환불 정책 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘 참고용 가짜 연락처: 010-0000-0000,gpt-4o-mini,1002,717,1719,0.77,2026-03-29 13:32:00
121,재무/기획팀,user_b07_finplan_10,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘,gpt-4.1-mini,903,616,1519,0.87,2026-09-28 14:38:00
122,영업팀,user_b07_sales_01,"고객 미팅 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4.1-mini,422,840,1262,0.92,2026-02-08 15:34:00
123,영업팀,user_b07_sales_14,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘,gpt-4o-mini,431,518,949,0.49,2026-03-28 12:06:00
124,개발팀,user_b07_dev_04,결제 오류 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘,gpt-4o-mini,573,585,1158,0.57,2026-01-13 09:05:00
125,마케팅팀,user_b07_mkt_15,테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘 샘플 문의 연락처 010-1234-0000을 포함해줘,gpt-4o-mini,404,370,774,0.37,2026-09-10 15:04:00
126,마케팅팀,user_b07_mkt_02,전환율 지표를 기준으로 다음 달 예상 리스크를 설명해줘 참고용 가짜 연락처: 010-0000-0000,gpt-4o-mini,1011,523,1534,0.64,2026-01-20 12:24:00
127,인사팀,user_b07_hr_05,면접 피드백 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,394,1098,1492,0.9,2026-07-20 15:22:00
128,인사팀,user_b07_hr_02,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘",gpt-4o-mini,1397,777,2174,0.92,2026-01-14 11:42:00
129,마케팅팀,user_b07_mkt_18,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘,gpt-4o-mini,656,676,1332,0.66,2026-05-29 17:34:00
