log_id,department,user_hash,prompt_text,model,input_tokens,output_tokens,total_tokens,cost,created_at
53,마케팅팀,user_b04_mkt_18,응답 시간 지표를 기준으로 다음 달 예상 리스크를 설명해줘,gpt-4o-mini,793,866,1659,0.83,2026-05-31 12:46:00
54,마케팅팀,user_b04_mkt_29,"고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,522,686,1208,0.63,2026-02-22 09:31:00
55,재무/기획팀,user_b04_finplan_06,사업 전략 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4.1,1000,693,1693,4.43,2026-07-12 11:26:00
56,개발팀,user_b04_dev_26,Node.js에서 사용량 통계 기능을 구현하는 예시 코드를 작성해줘,gpt-4o-mini,877,1215,2092,1.11,2026-05-10 14:56:00
57,재무/기획팀,user_b04_finplan_07,"시장 조사 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4.1-mini,981,708,1689,0.98,2026-09-14 10:42:00
58,영업팀,user_b04_sales_10,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘,gpt-4o-mini,931,978,1909,0.95,2026-04-18 09:29:00
59,인사팀,user_b04_hr_06,조직문화 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,435,791,1226,0.69,2026-09-09 09:13:00
60,재무/기획팀,user_b04_finplan_24,상반기 예산 계획 성과를 경영진 보고용 보고서 형식으로 정리해줘,gpt-4o-mini,611,1141,1752,0.98,2026-06-04 11:46:00
61,개발팀,user_b04_dev_13,분류 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4o-mini,460,1027,1487,0.86,2026-01-08 16:57:00
62,고객지원팀,user_b04_cs_15,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: 500 Internal Server Error 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4o,1027,1166,2193,5.38,2026-06-05 17:33:00
63,고객지원팀,user_b04_cs_10,지난달 결제 오류 성과를 본부장 보고용 보고서 형식으로 정리해줘,gpt-4o-mini,552,856,1408,0.76,2026-01-02 12:58:00
64,마케팅팀,user_b04_mkt_16,Azure OpenAI와 Django의 차이를 비교해줘,gpt-4o-mini,215,409,624,0.35,2026-09-09 17:00:00
65,재무/기획팀,user_b04_finplan_24,경쟁사 분석 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,651,801,1452,0.75,2026-09-11 11:26:00
66,재무/기획팀,user_b04_finplan_28,시장 조사 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4.1-mini,920,362,1282,0.64,2026-08-06 16:36:00
67,고객지원팀,user_b04_cs_13,샘플고객B 고객의 구독 플랜 변경 문의에 대해 정중한 답변을 작성해줘,gpt-4o-mini,456,322,778,0.35,2026-07-31 16:32:00
68,고객지원팀,user_b04_cs_07,테스트용으로 사용량 통계 모듈의 단위 테스트 코드를 만들어줘,gpt-4.1-mini,919,1429,2348,1.64,2026-04-25 11:57:00
69,인사팀,user_b04_hr_01,비용 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4o-mini,677,1117,1794,0.98,2026-07-16 09:26:00
70,인사팀,user_b04_hr_09,채용공고 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,713,1169,1882,1.03,2026-06-28 09:09:00
71,개발팀,user_b04_dev_03,비용 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4o-mini,628,952,1580,0.85,2026-08-22 09:31:00
72,개발팀,user_b04_dev_10,테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘,gpt-4o-mini,429,366,795,0.37,2026-06-07 09:32:00
73,재무/기획팀,user_b04_finplan_31,팀 내 공유용으로 사용자 증가율 관련 아이디어를 10개 제안해줘,gpt-4o-mini,261,391,652,0.35,2026-02-15 10:27:00
74,개발팀,user_b04_dev_23,테스트용으로 로그 조회 모듈의 단위 테스트 코드를 만들어줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4o-mini,738,767,1505,0.74,2026-03-24 09:08:00
75,재무/기획팀,user_b04_finplan_25,사업 전략 성과 데이터를 표로 요약하고 해석해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4.1-mini,594,737,1331,0.88,2026-08-30 17:47:00
76,인사팀,user_b04_hr_11,테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,293,617,910,0.52,2026-04-28 12:05:00
77,고객지원팀,user_b04_cs_06,팀 내 공유용으로 상담 스크립트 관련 아이디어를 10개 제안해줘,gpt-4.1-mini,196,434,630,0.47,2026-09-16 09:23:00
78,재무/기획팀,user_b04_finplan_17,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4o-mini,460,491,951,0.47,2026-03-24 17:17:00
79,개발팀,user_b04_dev_08,"비동기 처리 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,418,725,1143,0.63,2026-08-09 16:54:00
80,개발팀,user_b04_dev_11,대시보드 API 성과 데이터를 표로 요약하고 해석해줘,gpt-4.1-mini,539,949,1488,1.06,2026-02-16 17:54:00
81,마케팅팀,user_b04_mkt_25,비용 지표를 기준으로 다음 달 예상 리스크를 설명해줘,gpt-4o-mini,437,1147,1584,0.95,2026-03-19 15:25:00
82,재무/기획팀,user_b04_finplan_29,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘",gpt-4o-mini,1177,602,1779,0.73,2026-03-18 12:54:00
83,인사팀,user_b04_hr_05,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: TimeoutError: request exceeded limit,gpt-4o-mini,580,793,1373,0.72,2026-01-07 17:28:00
84,영업팀,user_b04_sales_31,견적 안내와 Django의 차이를 비교해줘,gpt-4o-mini,131,261,392,0.22,2026-09-01 16:02:00
85,재무/기획팀,user_b04_finplan_07,"데이터 누락 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,300,434,734,0.39,2026-08-22 11:58:00
86,재무/기획팀,user_b04_finplan_19,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4.1-mini,589,894,1483,1.03,2026-09-20 15:04:00
87,개발팀,user_b04_dev_31,FastAPI 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,366,1139,1505,0.92,2026-06-06 17:46:00
88,고객지원팀,user_b04_cs_03,"테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘 샘플 계약서 위약금 조항, 가상 매출 100000000원, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 포함해줘",gpt-4.1,381,540,921,2.86,2026-09-24 16:46:00
89,영업팀,user_b04_sales_28,리드 전환 용어의 의미와 예시를 간단히 정리해줘 샘플 문의 연락처 010-1234-0000을 포함해줘,gpt-4.1-mini,118,425,543,0.44,2026-04-20 15:12:00
90,재무/기획팀,user_b04_finplan_27,사용자 증가율의 개념을 비전공자도 이해할 수 있게 설명해줘,gpt-4o-mini,325,492,817,0.44,2026-08-14 11:13:00
91,개발팀,user_b04_dev_33,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘,gpt-4.1-mini,599,959,1558,1.09,2026-03-12 12:41:00
92,개발팀,user_b04_dev_11,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: 500 Internal Server Error,gpt-4o-mini,795,865,1660,0.83,2026-02-06 13:47:00
93,재무/기획팀,user_b04_finplan_10,"서비스 로드맵의 개념을 비전공자도 이해할 수 있게 설명해줘 샘플 계약서 위약금 조항, 가상 매출 100000000원, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 포함해줘",gpt-4o-mini,321,448,769,0.41,2026-04-17 15:16:00
94,재무/기획팀,user_b04_finplan_25,최근 4주 경쟁사 분석 성과를 실무자 공유용 보고용 보고서 형식으로 정리해줘,gpt-4.1-mini,416,1038,1454,1.11,2026-03-02 14:52:00
95,개발팀,user_b04_dev_36,대시보드 API 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4o-mini,839,403,1242,0.5,2026-09-02 12:19:00
96,마케팅팀,user_b04_mkt_30,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘,gpt-4o-mini,663,1072,1735,0.95,2026-06-24 14:41:00
97,개발팀,user_b04_dev_28,테스트용으로 로그 조회 모듈의 단위 테스트 코드를 만들어줘 참고용 가짜 이메일: demo.user@example.invalid,gpt-4o-mini,1120,898,2018,0.94,2026-05-25 17:33:00
98,고객지원팀,user_b04_cs_15,계정 접근 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4.1-mini,241,370,611,0.42,2026-07-06 11:30:00
99,재무/기획팀,user_b04_finplan_20,2분기 매출과 비용 성과를 경영진 보고용 보고서 형식으로 정리해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4o-mini,435,1043,1478,0.87,2026-09-04 15:39:00
100,인사팀,user_b04_hr_11,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘",gpt-4o,1270,819,2089,4.45,2026-09-22 13:26:00
101,인사팀,user_b04_hr_09,React에서 마스킹 기능을 구현하는 예시 코드를 작성해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4o-mini,522,1411,1933,1.16,2026-03-28 17:12:00
102,인사팀,user_b04_hr_05,데모고객D에게 보낼 후속 안내 메일을 작성해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4o-mini,477,735,1212,0.66,2026-06-14 14:15:00
103,인사팀,user_b04_hr_05,Python 용어의 의미와 예시를 간단히 정리해줘,gpt-4o-mini,134,398,532,0.32,2026-01-16 15:44:00
104,인사팀,user_b04_hr_16,"사내 교육 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘",gpt-4.1,694,1161,1855,5.97,2026-02-25 16:44:00
105,개발팀,user_b04_dev_23,에러율 지표를 기준으로 다음 달 예상 리스크를 설명해줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘,gpt-4o,529,698,1227,3.12,2026-01-08 13:54:00
106,인사팀,user_b04_hr_16,성과 리뷰 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4o-mini,832,494,1326,0.57,2026-04-10 15:02:00
107,마케팅팀,user_b04_mkt_26,GitHub Actions와 GitHub Actions의 차이를 비교해줘,gpt-4o-mini,347,327,674,0.33,2026-05-02 11:50:00
108,재무/기획팀,user_b04_finplan_09,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o-mini,761,939,1700,0.88,2026-05-11 13:38:00
109,인사팀,user_b04_hr_21,가상고객A에게 보낼 후속 안내 메일을 작성해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4o-mini,595,630,1225,0.61,2026-07-23 13:50:00
110,재무/기획팀,user_b04_finplan_34,서비스 로드맵와 React의 차이를 비교해줘,gpt-4o-mini,117,290,407,0.24,2026-01-26 10:11:00
111,고객지원팀,user_b04_cs_10,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘,gpt-4o-mini,863,661,1524,0.7,2026-02-13 13:21:00
112,영업팀,user_b04_sales_30,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘",gpt-4.1-mini,902,715,1617,0.96,2026-04-25 12:07:00
113,재무/기획팀,user_b04_finplan_24,시장 조사 성과 데이터를 표로 요약하고 해석해줘,gpt-4.1-mini,670,507,1177,0.69,2026-01-29 13:45:00
114,인사팀,user_b04_hr_11,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘 가상고객A와 가상고객B 사례를 포함해줘",gpt-4o-mini,737,600,1337,0.62,2026-04-19 15:23:00
115,개발팀,user_b04_dev_26,"이번 주 대시보드 API 성과를 팀장 보고용 보고서 형식으로 정리해줘 가상의 인사평가 문구, 면접 피드백, 연락처 010-0000-0000, demo.user@example.invalid를 포함해줘",gpt-4o-mini,530,970,1500,0.84,2026-01-27 15:45:00
116,마케팅팀,user_b04_mkt_17,마케팅팀에서 공유할 이메일 오픈율 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,554,1115,1669,0.95,2026-03-26 09:10:00
117,인사팀,user_b04_hr_19,FastAPI에서 분류 기능을 구현하는 예시 코드를 작성해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4.1-mini,997,1097,2094,1.35,2026-05-22 16:10:00
118,재무/기획팀,user_b04_finplan_28,테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘,gpt-4.1,577,669,1246,3.7,2026-08-24 17:31:00
119,영업팀,user_b04_sales_05,"2분기 리드 육성 성과를 주간 회의용 보고용 보고서 형식으로 정리해줘 참고용 가짜 이메일 demo.user@example.invalid, 연락처 010-0000-0000, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 모두 포함해줘",gpt-4o-mini,622,867,1489,0.79,2026-03-27 10:20:00
120,인사팀,user_b04_hr_02,Azure OpenAI 용어의 의미와 예시를 간단히 정리해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,346,451,797,0.42,2026-04-10 13:45:00
121,고객지원팀,user_b04_cs_12,재문의율 성과 데이터를 표로 요약하고 해석해줘,gpt-4.1,642,644,1286,3.69,2026-08-21 11:37:00
122,고객지원팀,user_b04_cs_02,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘,gpt-4.1-mini,1312,539,1851,0.93,2026-04-07 12:10:00
123,고객지원팀,user_b04_cs_09,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘,gpt-4.1-mini,587,625,1212,0.78,2026-03-20 10:06:00
124,고객지원팀,user_b04_cs_07,재문의율 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,748,792,1540,0.77,2026-01-10 17:04:00
125,재무/기획팀,user_b04_finplan_27,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4o-mini,1330,769,2099,0.89,2026-02-04 10:02:00
126,고객지원팀,user_b04_cs_09,매출 지표를 기준으로 다음 달 예상 리스크를 설명해줘,gpt-4o-mini,645,854,1499,0.78,2026-05-07 14:37:00
127,인사팀,user_b04_hr_07,"마스킹 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘 가상의 인사평가 문구, 면접 피드백, 연락처 010-0000-0000, demo.user@example.invalid를 포함해줘",gpt-4.1-mini,1090,853,1943,1.15,2026-01-28 10:01:00
