log_id,department,user_hash,prompt_text,model,input_tokens,output_tokens,total_tokens,cost,created_at
26,개발팀,user_b02_dev_11,"Blob Storage 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,724,947,1671,0.87,2026-04-03 12:14:00
27,인사팀,user_b02_hr_15,사내 교육 관련 긴 문서를 임원 보고용으로 3문단 요약해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4o-mini,1221,488,1709,0.66,2026-07-30 09:20:00
28,개발팀,user_b02_dev_24,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4.1,1407,379,1786,3.69,2026-03-04 16:39:00
29,영업팀,user_b02_sales_24,리드 육성 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘,gpt-4o-mini,1345,735,2080,0.87,2026-02-03 10:06:00
30,마케팅팀,user_b02_mkt_18,고객 세그먼트 용어의 의미와 예시를 간단히 정리해줘,gpt-4o-mini,253,503,756,0.43,2026-02-09 15:56:00
31,인사팀,user_b02_hr_02,알림 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4o-mini,511,1118,1629,0.94,2026-05-06 13:04:00
32,재무/기획팀,user_b02_finplan_21,시장 조사 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4.1-mini,857,520,1377,0.76,2026-08-12 12:27:00
33,개발팀,user_b02_dev_11,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4.1-mini,990,354,1344,0.65,2026-03-13 11:02:00
34,고객지원팀,user_b02_cs_07,"재문의율 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 샘플 문의 연락처 010-1234-0000을 포함해줘",gpt-4o-mini,729,1128,1857,1.0,2026-09-24 10:17:00
35,영업팀,user_b02_sales_03,구독 플랜 변경 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘,gpt-4o-mini,267,327,594,0.31,2026-02-23 17:02:00
36,인사팀,user_b02_hr_17,구독 플랜 변경 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4.1-mini,616,336,952,0.51,2026-03-05 15:52:00
37,마케팅팀,user_b02_mkt_19,Django에서 분류 기능을 구현하는 예시 코드를 작성해줘,gpt-4.1-mini,1078,1350,2428,1.61,2026-05-01 17:47:00
38,마케팅팀,user_b02_mkt_23,계정 접근 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘,gpt-4.1-mini,319,478,797,0.55,2026-02-15 16:19:00
39,개발팀,user_b02_dev_18,대시보드 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o-mini,1031,1167,2198,1.11,2026-03-15 13:22:00
40,마케팅팀,user_b02_mkt_01,랜딩페이지 이탈률 성과 데이터를 표로 요약하고 해석해줘,gpt-4o-mini,432,576,1008,0.53,2026-01-20 16:32:00
41,영업팀,user_b02_sales_12,고객 미팅를 사용할 때 주의할 점을 알려줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o,308,361,669,1.65,2026-07-09 14:45:00
42,영업팀,user_b02_sales_22,PostgreSQL에서 CSV 업로드 기능을 구현하는 예시 코드를 작성해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4.1-mini,647,727,1374,0.89,2026-08-13 09:19:00
43,개발팀,user_b02_dev_05,FastAPI 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4o-mini,976,568,1544,0.66,2026-03-08 09:21:00
44,영업팀,user_b02_sales_27,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o-mini,368,736,1104,0.63,2026-06-18 12:54:00
45,인사팀,user_b02_hr_05,테스트용으로 파일 검증 모듈의 단위 테스트 코드를 만들어줘,gpt-4.1-mini,530,849,1379,0.97,2026-08-13 16:13:00
46,고객지원팀,user_b02_cs_34,상담 스크립트 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,527,861,1388,0.76,2026-08-24 13:58:00
47,고객지원팀,user_b02_cs_26,FAQ 구조의 개념을 비전공자도 이해할 수 있게 설명해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4.1,340,516,856,2.7,2026-01-30 17:45:00
48,고객지원팀,user_b02_cs_12,계정 접근 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,367,329,696,0.33,2026-08-11 11:07:00
49,마케팅팀,user_b02_mkt_13,전환율 성과 데이터를 표로 요약하고 해석해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,726,1090,1816,0.98,2026-01-21 12:10:00
50,고객지원팀,user_b02_cs_17,매출 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4.1-mini,538,1008,1546,1.12,2026-09-25 15:32:00
51,고객지원팀,user_b02_cs_29,"배송 지연 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 샘플 고객명과 고객 불만 내용을 포함해줘",gpt-4o-mini,810,954,1764,0.9,2026-04-27 17:43:00
52,재무/기획팀,user_b02_finplan_19,브랜드 검색량 지표를 기준으로 다음 달 예상 리스크를 설명해줘,gpt-4o-mini,730,905,1635,0.84,2026-04-26 12:00:00
53,마케팅팀,user_b02_mkt_24,브랜드 검색량 관련 긴 문서를 임원 보고용으로 3문단 요약해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4.1,1216,757,1973,5.02,2026-06-10 17:50:00
54,재무/기획팀,user_b02_finplan_08,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘",gpt-4o-mini,824,456,1280,0.54,2026-03-04 10:21:00
55,영업팀,user_b02_sales_06,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: TimeoutError: request exceeded limit,gpt-4o-mini,586,899,1485,0.8,2026-04-24 09:58:00
56,영업팀,user_b02_sales_25,영업팀에서 공유할 고객 미팅 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,402,1235,1637,1.0,2026-03-31 14:03:00
57,마케팅팀,user_b02_mkt_05,고객 세그먼트 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4.1-mini,838,1248,2086,1.44,2026-07-30 14:00:00
58,영업팀,user_b02_sales_14,테스트고객C 고객의 계정 접근 문의에 대해 정중한 답변을 작성해줘,gpt-4o-mini,396,344,740,0.35,2026-03-15 17:51:00
59,영업팀,user_b02_sales_24,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: TypeError: NoneType object is not iterable,gpt-4o,917,1100,2017,5.01,2026-07-17 10:43:00
60,개발팀,user_b02_dev_20,테스트용으로 추천 후보 모듈의 단위 테스트 코드를 만들어줘,gpt-4o-mini,744,1198,1942,1.06,2026-08-13 13:32:00
61,재무/기획팀,user_b02_finplan_08,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘",gpt-4.1-mini,1062,806,1868,1.1,2026-09-27 15:03:00
62,개발팀,user_b02_dev_16,Python에서 알림 기능을 구현하는 예시 코드를 작성해줘,gpt-4o-mini,778,881,1659,0.84,2026-04-16 13:14:00
63,인사팀,user_b02_hr_08,에러율 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4.1-mini,498,1036,1534,1.13,2026-09-18 14:30:00
64,고객지원팀,user_b02_cs_05,결제 오류 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4o-mini,425,1223,1648,1.0,2026-09-25 10:17:00
65,영업팀,user_b02_sales_14,고객 미팅 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,832,1240,2072,1.11,2026-02-01 13:11:00
66,고객지원팀,user_b02_cs_36,테스트용으로 점수 계산 모듈의 단위 테스트 코드를 만들어줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,943,1075,2018,1.02,2026-04-07 10:08:00
67,고객지원팀,user_b02_cs_33,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4o,1029,807,1836,4.11,2026-05-28 15:38:00
68,개발팀,user_b02_dev_07,상반기 Azure OpenAI 성과를 본부장 보고용 보고서 형식으로 정리해줘,gpt-4o-mini,402,957,1359,0.8,2026-08-05 15:16:00
69,개발팀,user_b02_dev_17,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 참고용 가짜 이메일: demo.user@example.invalid,gpt-4o-mini,871,378,1249,0.49,2026-04-12 16:51:00
70,고객지원팀,user_b02_cs_01,FastAPI에서 로그 조회 기능을 구현하는 예시 코드를 작성해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4o-mini,782,1353,2135,1.18,2026-07-18 17:18:00
71,마케팅팀,user_b02_mkt_25,알림 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4o-mini,773,1255,2028,1.11,2026-05-30 14:29:00
72,인사팀,user_b02_hr_11,브랜드 검색량 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘,gpt-4.1-mini,861,451,1312,0.7,2026-04-30 11:46:00
73,인사팀,user_b02_hr_18,사내 교육 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4.1-mini,1364,446,1810,0.86,2026-07-21 13:12:00
74,마케팅팀,user_b02_mkt_13,브랜드 검색량 지표를 기준으로 다음 달 예상 리스크를 설명해줘,gpt-4o-mini,498,982,1480,0.84,2026-06-02 10:56:00
75,개발팀,user_b02_dev_02,"고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘 참고용 가짜 이메일 demo.user@example.invalid, 연락처 010-0000-0000, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 모두 포함해줘",gpt-4o-mini,536,703,1239,0.65,2026-07-14 15:29:00
76,영업팀,user_b02_sales_10,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘,gpt-4o-mini,803,788,1591,0.78,2026-03-28 12:36:00
77,개발팀,user_b02_dev_23,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: ValidationError: missing field 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4o-mini,688,1365,2053,1.17,2026-07-13 11:18:00
78,마케팅팀,user_b02_mkt_07,시장 조사 용어의 의미와 예시를 간단히 정리해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4o-mini,235,455,690,0.39,2026-04-25 15:08:00
79,고객지원팀,user_b02_cs_06,가상 구독 상품 사용자에게 보낼 후속 안내 메일을 작성해줘,gpt-4o-mini,347,331,678,0.33,2026-07-26 17:00:00
80,재무/기획팀,user_b02_finplan_06,재무/기획팀에서 공유할 서비스 로드맵 결과 보고서를 1페이지 분량으로 작성해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o,845,939,1784,4.35,2026-06-18 12:53:00
81,재무/기획팀,user_b02_finplan_13,"시장 조사 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,495,1088,1583,0.92,2026-02-12 11:07:00
82,재무/기획팀,user_b02_finplan_12,테스트용으로 로그 조회 모듈의 단위 테스트 코드를 만들어줘,gpt-4.1,527,1005,1532,5.06,2026-07-21 15:40:00
83,고객지원팀,user_b02_cs_19,팀 내 공유용으로 FAQ 구조 관련 아이디어를 10개 제안해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4.1-mini,143,391,534,0.41,2026-09-26 11:45:00
84,인사팀,user_b02_hr_08,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘,gpt-4o-mini,523,640,1163,0.6,2026-02-19 13:15:00
85,고객지원팀,user_b02_cs_20,테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4.1-mini,432,550,982,0.65,2026-03-26 10:47:00
86,영업팀,user_b02_sales_11,리드 육성 성과 데이터를 표로 요약하고 해석해줘,gpt-4o-mini,939,611,1550,0.68,2026-08-02 10:08:00
87,인사팀,user_b02_hr_17,인사팀에서 공유할 교육 만족도 결과 보고서를 1페이지 분량으로 작성해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4.1-mini,627,936,1563,1.08,2026-03-10 16:32:00
88,개발팀,user_b02_dev_02,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: 500 Internal Server Error,gpt-4o-mini,958,1339,2297,1.22,2026-03-20 12:45:00
89,고객지원팀,user_b02_cs_19,서비스 해지 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 샘플 문의 연락처 010-1234-0000을 포함해줘,gpt-4o-mini,608,782,1390,0.72,2026-07-21 12:03:00
90,인사팀,user_b02_hr_17,인사팀에서 공유할 온보딩 결과 보고서를 1페이지 분량으로 작성해줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘,gpt-4o-mini,592,881,1473,0.79,2026-01-07 13:10:00
91,인사팀,user_b02_hr_20,"온보딩 성과 데이터를 표로 요약하고 해석해줘 가상의 인사평가 문구, 면접 피드백, 연락처 010-0000-0000, demo.user@example.invalid를 포함해줘",gpt-4o-mini,481,888,1369,0.77,2026-06-10 11:03:00
92,마케팅팀,user_b02_mkt_12,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o,1117,376,1493,2.7,2026-06-06 17:44:00
93,마케팅팀,user_b02_mkt_15,랜딩페이지 이탈률 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘,gpt-4o-mini,1284,464,1748,0.66,2026-09-07 10:37:00
94,마케팅팀,user_b02_mkt_05,팀 내 공유용으로 고객 세그먼트 관련 아이디어를 10개 제안해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,369,248,617,0.27,2026-09-19 12:40:00
95,개발팀,user_b02_dev_14,마스킹 모듈 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4.1-mini,410,1224,1634,1.28,2026-01-17 16:00:00
96,재무/기획팀,user_b02_finplan_15,매출과 비용 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘,gpt-4o-mini,1232,623,1855,0.76,2026-08-17 11:04:00
97,재무/기획팀,user_b02_finplan_11,"이번 주 매출과 비용 성과를 주간 회의용 보고용 보고서 형식으로 정리해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,470,1113,1583,0.93,2026-05-12 10:50:00
98,재무/기획팀,user_b02_finplan_04,"기능 채택률 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘",gpt-4.1-mini,665,1116,1781,1.26,2026-08-04 16:00:00
99,고객지원팀,user_b02_cs_21,테스트고객C에게 보낼 후속 안내 메일을 작성해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4o-mini,319,327,646,0.32,2026-01-10 16:38:00
100,재무/기획팀,user_b02_finplan_08,기능 채택률 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4o-mini,968,687,1655,0.74,2026-02-16 10:10:00
101,재무/기획팀,user_b02_finplan_03,"이번 달 사업 전략 성과를 본부장 보고용 보고서 형식으로 정리해줘 샘플 계약서 위약금 조항, 가상 매출 100000000원, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 포함해줘",gpt-4o-mini,855,931,1786,0.89,2026-06-08 17:39:00
102,마케팅팀,user_b02_mkt_05,전환율 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,780,1020,1800,0.94,2026-03-12 17:54:00
103,재무/기획팀,user_b02_finplan_18,기능 사용률 지표를 기준으로 다음 달 예상 리스크를 설명해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4.1-mini,733,669,1402,0.86,2026-09-28 15:55:00
104,인사팀,user_b02_hr_06,"성과 리뷰 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 참고용 가짜 이메일 demo.user@example.invalid, 연락처 010-0000-0000, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 모두 포함해줘",gpt-4.1-mini,374,1086,1460,1.14,2026-05-11 09:56:00
105,고객지원팀,user_b02_cs_30,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: TimeoutError: request exceeded limit 참고용 가짜 이메일: demo.user@example.invalid,gpt-4o,499,792,1291,3.41,2026-07-20 12:11:00
106,개발팀,user_b02_dev_13,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘,gpt-4o-mini,598,485,1083,0.5,2026-03-11 11:49:00
107,영업팀,user_b02_sales_07,서비스 해지 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4.1,491,747,1238,3.91,2026-05-26 12:40:00
108,인사팀,user_b02_hr_13,Node.js와 GitHub Actions의 차이를 비교해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4o-mini,212,420,632,0.36,2026-04-20 16:50:00
109,고객지원팀,user_b02_cs_14,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘,gpt-4o-mini,789,521,1310,0.58,2026-01-21 16:44:00
110,마케팅팀,user_b02_mkt_18,마스킹 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4.1,659,1432,2091,7.08,2026-09-24 14:22:00
111,고객지원팀,user_b02_cs_29,고객지원팀에서 공유할 상담 스크립트 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,633,836,1469,0.77,2026-03-30 17:10:00
112,인사팀,user_b02_hr_10,교육 만족도 관련 긴 문서를 임원 보고용으로 3문단 요약해줘 참고용 가짜 이메일: demo.user@example.invalid,gpt-4o-mini,1132,694,1826,0.79,2026-07-12 17:13:00
113,영업팀,user_b02_sales_24,Azure OpenAI 용어의 의미와 예시를 간단히 정리해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4o-mini,260,227,487,0.23,2026-04-08 17:34:00
114,영업팀,user_b02_sales_03,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘",gpt-4.1-mini,718,421,1139,0.63,2026-06-10 13:51:00
115,인사팀,user_b02_hr_19,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: TypeError: NoneType object is not iterable,gpt-4.1-mini,564,1027,1591,1.14,2026-08-27 13:17:00
116,영업팀,user_b02_sales_26,계약 성공률의 개념을 비전공자도 이해할 수 있게 설명해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o-mini,282,486,768,0.42,2026-08-15 16:29:00
117,인사팀,user_b02_hr_08,"입사 초기 이탈률 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘",gpt-4o-mini,663,1145,1808,1.0,2026-09-10 12:15:00
118,인사팀,user_b02_hr_16,"입사 초기 이탈률 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,351,1235,1586,0.99,2026-06-07 09:03:00
119,인사팀,user_b02_hr_06,조직문화 관련 긴 문서를 임원 보고용으로 3문단 요약해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4o-mini,874,652,1526,0.69,2026-09-11 14:31:00
120,고객지원팀,user_b02_cs_37,Python를 사용할 때 주의할 점을 알려줘,gpt-4o-mini,193,379,572,0.32,2026-08-24 17:45:00
121,재무/기획팀,user_b02_finplan_03,"사용자 증가율 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘",gpt-4o,847,908,1755,4.25,2026-02-15 09:00:00
122,개발팀,user_b02_dev_04,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4o-mini,665,737,1402,0.7,2026-09-10 10:38:00
123,영업팀,user_b02_sales_29,영업팀에서 공유할 분기 영업 전략 결과 보고서를 1페이지 분량으로 작성해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o,584,1184,1768,4.9,2026-08-27 15:26:00
124,인사팀,user_b02_hr_15,테스트용으로 추천 후보 모듈의 단위 테스트 코드를 만들어줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4.1,736,1443,2179,7.24,2026-04-11 15:12:00
125,고객지원팀,user_b02_cs_35,SQLAlchemy에서 로그 조회 기능을 구현하는 예시 코드를 작성해줘,gpt-4.1,874,973,1847,5.44,2026-05-02 09:27:00
