log_id,department,user_hash,prompt_text,model,input_tokens,output_tokens,total_tokens,cost,created_at
12,재무/기획팀,user_b06_finplan_06,지난달 매출과 비용 성과를 임원 보고용 보고서 형식으로 정리해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4.1-mini,729,908,1637,1.09,2026-06-19 14:10:00
13,영업팀,user_b06_sales_20,영업팀에서 공유할 분기 영업 전략 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4.1-mini,470,980,1450,1.07,2026-04-15 09:45:00
14,마케팅팀,user_b06_mkt_03,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘,gpt-4o-mini,486,894,1380,0.77,2026-02-14 13:29:00
15,개발팀,user_b06_dev_22,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘",gpt-4.1,925,377,1302,2.97,2026-09-26 09:18:00
16,고객지원팀,user_b06_cs_07,Node.js 용어의 의미와 예시를 간단히 정리해줘 샘플 문의 연락처 010-1234-0000을 포함해줘,gpt-4.1-mini,245,405,650,0.46,2026-05-25 11:39:00
17,영업팀,user_b06_sales_22,다음 달 대형 고객 제안 성과를 팀장 보고용 보고서 형식으로 정리해줘,gpt-4o-mini,830,879,1709,0.85,2026-03-13 13:36:00
18,영업팀,user_b06_sales_06,"리드 육성와 Node.js의 차이를 비교해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,191,496,687,0.41,2026-03-30 13:32:00
19,인사팀,user_b06_hr_09,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘",gpt-4o-mini,1172,628,1800,0.75,2026-04-12 15:57:00
20,재무/기획팀,user_b06_finplan_12,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4.1-mini,424,455,879,0.56,2026-08-13 17:49:00
21,마케팅팀,user_b06_mkt_01,"이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘 샘플 계약서 위약금 조항, 가상 매출 100000000원, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 포함해줘",gpt-4o-mini,698,677,1375,0.67,2026-09-24 13:27:00
22,재무/기획팀,user_b06_finplan_07,PostgreSQL 용어의 의미와 예시를 간단히 정리해줘,gpt-4o-mini,210,290,500,0.26,2026-06-19 11:45:00
23,개발팀,user_b06_dev_22,개발팀에서 공유할 추천 후보 API 결과 보고서를 1페이지 분량으로 작성해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4o,550,1188,1738,4.87,2026-09-09 10:54:00
24,영업팀,user_b06_sales_04,테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘,gpt-4o-mini,546,501,1047,0.5,2026-09-10 10:20:00
25,마케팅팀,user_b06_mkt_03,기능 사용률 지표를 기준으로 다음 달 예상 리스크를 설명해줘,gpt-4o-mini,945,604,1549,0.68,2026-02-12 10:27:00
26,인사팀,user_b06_hr_13,인사팀에서 공유할 성과 리뷰 결과 보고서를 1페이지 분량으로 작성해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4.1,527,762,1289,4.03,2026-05-13 16:46:00
27,인사팀,user_b06_hr_14,"성과 리뷰 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,570,1051,1621,0.91,2026-09-22 16:16:00
28,고객지원팀,user_b06_cs_11,파일럿 고객 고객의 데이터 누락 문의에 대해 정중한 답변을 작성해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4.1-mini,582,361,943,0.53,2026-08-11 15:15:00
29,영업팀,user_b06_sales_12,2분기 제안서 성과를 본부장 보고용 보고서 형식으로 정리해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4o-mini,518,1227,1745,1.02,2026-02-01 13:03:00
30,개발팀,user_b06_dev_06,React를 사용할 때 주의할 점을 알려줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4.1-mini,225,246,471,0.3,2026-07-09 15:19:00
31,영업팀,user_b06_sales_23,로그 조회 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4o-mini,899,1215,2114,1.11,2026-07-03 11:43:00
32,재무/기획팀,user_b06_finplan_09,"예산 계획 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,444,987,1431,0.83,2026-09-13 10:36:00
33,재무/기획팀,user_b06_finplan_01,"기능 채택률 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 샘플 문의 연락처 010-1234-0000을 포함해줘",gpt-4o-mini,523,835,1358,0.74,2026-08-15 17:36:00
34,재무/기획팀,user_b06_finplan_05,분류 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4.1-mini,522,844,1366,0.96,2026-07-27 11:43:00
35,영업팀,user_b06_sales_22,SQLAlchemy에서 CSV 업로드 기능을 구현하는 예시 코드를 작성해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4.1,577,1010,1587,5.16,2026-03-08 15:56:00
36,재무/기획팀,user_b06_finplan_15,"React와 Node.js의 차이를 비교해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4.1-mini,308,359,667,0.44,2026-01-31 14:37:00
37,영업팀,user_b06_sales_17,Blob Storage 용어의 의미와 예시를 간단히 정리해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4o-mini,309,276,585,0.28,2026-02-23 11:32:00
38,재무/기획팀,user_b06_finplan_04,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘 참고용 가짜 이메일: demo.user@example.invalid,gpt-4o-mini,780,657,1437,0.67,2026-03-16 15:01:00
39,인사팀,user_b06_hr_14,파일럿 고객 고객의 배송 지연 문의에 대해 정중한 답변을 작성해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4o,348,600,948,2.55,2026-05-12 12:35:00
40,재무/기획팀,user_b06_finplan_01,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4o-mini,1341,652,1993,0.81,2026-02-12 15:39:00
41,재무/기획팀,user_b06_finplan_04,가상 구독 상품 사용자에게 보낼 후속 안내 메일을 작성해줘,gpt-4o-mini,594,626,1220,0.61,2026-05-01 09:41:00
42,재무/기획팀,user_b06_finplan_06,"재무/기획팀에서 공유할 사용자 증가율 결과 보고서를 1페이지 분량으로 작성해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,436,756,1192,0.66,2026-03-24 16:18:00
43,개발팀,user_b06_dev_16,Blob Storage와 GitHub Actions의 차이를 비교해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4.1,116,245,361,1.22,2026-09-26 14:09:00
44,재무/기획팀,user_b06_finplan_05,Node.js를 사용할 때 주의할 점을 알려줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,137,383,520,0.31,2026-05-08 10:42:00
45,개발팀,user_b06_dev_05,테스트용으로 점수 계산 모듈의 단위 테스트 코드를 만들어줘,gpt-4.1-mini,651,1480,2131,1.6,2026-07-10 13:36:00
46,재무/기획팀,user_b06_finplan_18,투자 우선순위 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘,gpt-4.1,1171,721,1892,4.8,2026-04-26 10:19:00
47,마케팅팀,user_b06_mkt_04,브랜드 검색량 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4o,959,538,1497,3.08,2026-08-05 09:56:00
48,재무/기획팀,user_b06_finplan_15,테스트용으로 CSV 업로드 모듈의 단위 테스트 코드를 만들어줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o-mini,1095,1261,2356,1.19,2026-03-28 16:58:00
49,개발팀,user_b06_dev_16,테스트용으로 마스킹 모듈의 단위 테스트 코드를 만들어줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4.1,1002,1293,2295,6.99,2026-02-05 09:32:00
50,영업팀,user_b06_sales_13,전환율 지표를 기준으로 다음 달 예상 리스크를 설명해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4o-mini,574,831,1405,0.75,2026-08-26 11:21:00
51,재무/기획팀,user_b06_finplan_01,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘",gpt-4o-mini,698,737,1435,0.71,2026-04-26 12:12:00
52,고객지원팀,user_b06_cs_02,"구독 상품 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘 샘플 계약서 위약금 조항, 가상 매출 100000000원, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 포함해줘",gpt-4o-mini,1338,394,1732,0.62,2026-09-27 11:57:00
53,영업팀,user_b06_sales_04,"고객 미팅 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘",gpt-4.1-mini,614,660,1274,0.82,2026-03-17 17:27:00
54,마케팅팀,user_b06_mkt_15,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4o-mini,1042,779,1821,0.83,2026-05-16 14:44:00
55,마케팅팀,user_b06_mkt_03,마케팅팀에서 공유할 시장 조사 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,575,727,1302,0.67,2026-07-21 14:46:00
56,재무/기획팀,user_b06_finplan_01,"가상 구독 상품 사용자에게 보낼 후속 안내 메일을 작성해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4.1-mini,331,693,1024,0.76,2026-06-18 09:19:00
57,개발팀,user_b06_dev_04,"대시보드 API 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 참고용 가짜 이메일: demo.user@example.invalid",gpt-4.1-mini,867,1058,1925,1.27,2026-06-14 15:25:00
58,개발팀,user_b06_dev_15,Blob Storage를 사용할 때 주의할 점을 알려줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o,238,312,550,1.39,2026-02-09 14:06:00
59,개발팀,user_b06_dev_18,대시보드 API를 사용할 때 주의할 점을 알려줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4.1,169,364,533,1.8,2026-06-05 15:15:00
60,인사팀,user_b06_hr_15,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4.1-mini,927,707,1634,0.96,2026-01-09 13:31:00
61,인사팀,user_b06_hr_08,사내 교육 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4o-mini,775,483,1258,0.55,2026-04-06 10:01:00
62,인사팀,user_b06_hr_05,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4.1-mini,396,736,1132,0.82,2026-03-12 12:22:00
63,개발팀,user_b06_dev_20,테스트용으로 CSV 업로드 모듈의 단위 테스트 코드를 만들어줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4.1-mini,994,1241,2235,1.48,2026-01-23 14:53:00
64,개발팀,user_b06_dev_04,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4.1-mini,556,1091,1647,1.2,2026-07-26 09:28:00
65,마케팅팀,user_b06_mkt_04,계정 접근 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,349,454,803,0.42,2026-02-07 16:01:00
66,개발팀,user_b06_dev_02,"점수 계산 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,777,1465,2242,1.26,2026-04-01 12:00:00
67,영업팀,user_b06_sales_18,분기 영업 전략 관련 긴 문서를 임원 보고용으로 3문단 요약해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,881,365,1246,0.49,2026-06-09 10:20:00
68,개발팀,user_b06_dev_11,Azure OpenAI 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4o,1052,625,1677,3.5,2026-04-23 10:02:00
69,마케팅팀,user_b06_mkt_08,"전환율의 개념을 비전공자도 이해할 수 있게 설명해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,118,517,635,0.41,2026-04-27 09:15:00
70,재무/기획팀,user_b06_finplan_05,"경쟁사 분석의 개념을 비전공자도 이해할 수 있게 설명해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,331,451,782,0.41,2026-04-07 13:32:00
71,재무/기획팀,user_b06_finplan_02,사용자 증가율를 사용할 때 주의할 점을 알려줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4o,245,234,479,1.13,2026-06-20 13:37:00
72,개발팀,user_b06_dev_06,샘플고객B 고객의 서비스 해지 문의에 대해 정중한 답변을 작성해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4o,377,362,739,1.74,2026-04-09 14:01:00
73,개발팀,user_b06_dev_22,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: TypeError: NoneType object is not iterable 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4o-mini,635,1265,1900,1.08,2026-02-04 10:35:00
74,영업팀,user_b06_sales_19,"제안서 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,840,1183,2023,1.07,2026-03-07 16:02:00
75,고객지원팀,user_b06_cs_17,고객지원팀에서 공유할 결제 오류 결과 보고서를 1페이지 분량으로 작성해줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘,gpt-4.1,845,1177,2022,6.27,2026-07-03 09:40:00
76,마케팅팀,user_b06_mkt_10,"이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘 샘플 계약서 위약금 조항, 가상 매출 100000000원, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 포함해줘",gpt-4.1-mini,487,1072,1559,1.16,2026-03-12 16:21:00
77,재무/기획팀,user_b06_finplan_01,테스트용으로 분류 모듈의 단위 테스트 코드를 만들어줘,gpt-4o-mini,583,1152,1735,0.99,2026-07-02 16:51:00
78,개발팀,user_b06_dev_09,팀 내 공유용으로 Blob Storage 관련 아이디어를 10개 제안해줘,gpt-4o-mini,369,394,763,0.38,2026-07-22 11:38:00
79,영업팀,user_b06_sales_03,결제 오류 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘,gpt-4o-mini,392,504,896,0.47,2026-06-02 12:03:00
80,재무/기획팀,user_b06_finplan_10,사용량 통계 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4.1-mini,928,1380,2308,1.59,2026-02-07 10:41:00
81,영업팀,user_b06_sales_22,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4.1-mini,763,1077,1840,1.26,2026-08-30 10:52:00
82,고객지원팀,user_b06_cs_19,고객지원팀에서 공유할 재문의율 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,636,1228,1864,1.05,2026-06-06 09:09:00
83,고객지원팀,user_b06_cs_22,서비스 해지 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4o-mini,857,979,1836,0.93,2026-01-23 13:39:00
84,재무/기획팀,user_b06_finplan_08,Blob Storage를 사용할 때 주의할 점을 알려줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4o-mini,165,329,494,0.28,2026-06-24 14:20:00
85,인사팀,user_b06_hr_02,교육 만족도를 사용할 때 주의할 점을 알려줘,gpt-4o,298,388,686,1.74,2026-06-15 17:18:00
86,재무/기획팀,user_b06_finplan_02,Python를 사용할 때 주의할 점을 알려줘,gpt-4.1-mini,94,492,586,0.49,2026-07-14 10:15:00
87,마케팅팀,user_b06_mkt_10,랜딩페이지 이탈률 용어의 의미와 예시를 간단히 정리해줘,gpt-4o-mini,291,459,750,0.41,2026-03-09 17:36:00
88,재무/기획팀,user_b06_finplan_03,사용자 증가율를 사용할 때 주의할 점을 알려줘,gpt-4o-mini,106,427,533,0.34,2026-09-08 11:32:00
89,영업팀,user_b06_sales_01,Blob Storage를 사용할 때 주의할 점을 알려줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,325,236,561,0.25,2026-03-11 15:48:00
90,인사팀,user_b06_hr_08,가상 구독 상품 사용자 고객의 계정 접근 문의에 대해 정중한 답변을 작성해줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4o-mini,474,760,1234,0.67,2026-08-25 11:49:00
91,인사팀,user_b06_hr_04,조직문화 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4.1-mini,642,1030,1672,1.17,2026-02-24 13:10:00
92,개발팀,user_b06_dev_06,테스트용으로 사용량 통계 모듈의 단위 테스트 코드를 만들어줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4.1-mini,978,1489,2467,1.71,2026-09-21 12:11:00
93,재무/기획팀,user_b06_finplan_06,도달률 지표를 기준으로 다음 달 예상 리스크를 설명해줘,gpt-4.1-mini,558,523,1081,0.67,2026-06-06 14:52:00
94,개발팀,user_b06_dev_16,마스킹 모듈의 개념을 비전공자도 이해할 수 있게 설명해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4.1-mini,338,328,666,0.42,2026-06-17 15:55:00
95,인사팀,user_b06_hr_12,인사팀에서 공유할 조직문화 결과 보고서를 1페이지 분량으로 작성해줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘,gpt-4o-mini,777,964,1741,0.9,2026-06-01 10:13:00
96,고객지원팀,user_b06_cs_24,"Django 용어의 의미와 예시를 간단히 정리해줘 가상의 인사평가 문구, 면접 피드백, 연락처 010-0000-0000, demo.user@example.invalid를 포함해줘",gpt-4.1-mini,375,282,657,0.39,2026-09-23 17:12:00
97,재무/기획팀,user_b06_finplan_18,"샘플고객B 고객의 배송 지연 문의에 대해 정중한 답변을 작성해줘 참고용 가짜 이메일 demo.user@example.invalid, 연락처 010-0000-0000, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 모두 포함해줘",gpt-4.1-mini,621,661,1282,0.82,2026-02-05 16:32:00
98,인사팀,user_b06_hr_01,테스트용으로 알림 모듈의 단위 테스트 코드를 만들어줘 가상의 인사평가 문구와 면접 피드백 예시를 포함해줘,gpt-4.1-mini,992,1348,2340,1.58,2026-05-28 13:46:00
99,영업팀,user_b06_sales_09,리드 육성 용어의 의미와 예시를 간단히 정리해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4o-mini,238,452,690,0.39,2026-07-16 12:35:00
100,재무/기획팀,user_b06_finplan_09,구독 플랜 변경 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘,gpt-4.1-mini,628,552,1180,0.72,2026-05-17 09:10:00
101,고객지원팀,user_b06_cs_08,FAQ 구조 성과 데이터를 표로 요약하고 해석해줘,gpt-4.1-mini,557,865,1422,0.99,2026-04-10 12:04:00
102,재무/기획팀,user_b06_finplan_16,"React에서 점수 계산 기능을 구현하는 예시 코드를 작성해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,652,885,1537,0.81,2026-08-30 17:05:00
103,고객지원팀,user_b06_cs_02,팀 내 공유용으로 FAQ 구조 관련 아이디어를 10개 제안해줘,gpt-4o-mini,362,328,690,0.33,2026-01-30 13:40:00
104,고객지원팀,user_b06_cs_26,구독 플랜 변경 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4o-mini,582,420,1002,0.45,2026-03-10 15:49:00
105,영업팀,user_b06_sales_06,파일 검증 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4o-mini,659,1336,1995,1.14,2026-08-07 17:53:00
106,개발팀,user_b06_dev_19,"추천 후보 API 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,322,822,1144,0.68,2026-01-08 11:39:00
107,재무/기획팀,user_b06_finplan_15,경쟁사 분석 성과 데이터를 표로 요약하고 해석해줘,gpt-4o-mini,637,491,1128,0.52,2026-02-17 12:23:00
108,재무/기획팀,user_b06_finplan_18,"부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘 샘플 계약서 위약금 조항, 가상 매출 100000000원, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 포함해줘",gpt-4o-mini,760,1102,1862,0.99,2026-01-12 15:00:00
109,고객지원팀,user_b06_cs_03,"알림 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘 가상의 인사평가 문구, 면접 피드백, 연락처 010-0000-0000, demo.user@example.invalid를 포함해줘",gpt-4o-mini,585,1102,1687,0.95,2026-07-31 14:45:00
110,재무/기획팀,user_b06_finplan_06,"고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o,250,528,778,2.17,2026-05-17 11:17:00
111,재무/기획팀,user_b06_finplan_11,Python에서 추천 후보 기능을 구현하는 예시 코드를 작성해줘,gpt-4o,887,1234,2121,5.45,2026-05-26 10:39:00
112,고객지원팀,user_b06_cs_25,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 참고용 가짜 연락처: 010-0000-0000,gpt-4o,788,786,1574,3.74,2026-01-29 13:22:00
113,개발팀,user_b06_dev_08,개발팀에서 공유할 Python 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4.1-mini,770,1158,1928,1.33,2026-08-11 14:18:00
114,재무/기획팀,user_b06_finplan_11,매출과 비용 관련 긴 문서를 임원 보고용으로 3문단 요약해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,1082,711,1793,0.79,2026-09-25 14:03:00
115,고객지원팀,user_b06_cs_06,데모고객D 고객의 계정 접근 문의에 대해 정중한 답변을 작성해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4o,443,338,781,1.74,2026-09-25 14:56:00
116,고객지원팀,user_b06_cs_02,클릭률 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4o-mini,593,640,1233,0.62,2026-08-19 11:16:00
117,인사팀,user_b06_hr_10,인사팀에서 공유할 교육 만족도 결과 보고서를 1페이지 분량으로 작성해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,746,1133,1879,1.01,2026-02-19 09:13:00
118,개발팀,user_b06_dev_16,GitHub Actions 용어의 의미와 예시를 간단히 정리해줘,gpt-4o-mini,361,472,833,0.43,2026-04-04 17:37:00
119,영업팀,user_b06_sales_21,데모고객D 고객의 서비스 해지 문의에 대해 정중한 답변을 작성해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o-mini,617,661,1278,0.64,2026-08-23 15:09:00
120,재무/기획팀,user_b06_finplan_01,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: ValidationError: missing field,gpt-4o-mini,1019,961,1980,0.96,2026-03-27 15:39:00
121,마케팅팀,user_b06_mkt_06,"시장 조사 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 참고용 가짜 이메일: demo.user@example.invalid",gpt-4.1-mini,833,1226,2059,1.42,2026-05-17 15:44:00
122,재무/기획팀,user_b06_finplan_08,배송 지연 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘,gpt-4.1-mini,484,328,812,0.46,2026-04-20 10:15:00
123,개발팀,user_b06_dev_11,대시보드 API 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,469,733,1202,0.65,2026-02-17 12:15:00
124,개발팀,user_b06_dev_13,Django에서 분류 기능을 구현하는 예시 코드를 작성해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4o,444,1267,1711,5.02,2026-02-23 14:55:00
125,개발팀,user_b06_dev_08,Azure OpenAI 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4o,1140,604,1744,3.53,2026-01-26 17:30:00
126,개발팀,user_b06_dev_04,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: 500 Internal Server Error 참고용 가짜 이메일: demo.user@example.invalid,gpt-4o-mini,508,1152,1660,0.97,2026-02-21 09:48:00
