log_id,department,user_hash,prompt_text,model,input_tokens,output_tokens,total_tokens,cost,created_at
30,마케팅팀,user_b01_mkt_35,랜딩페이지 이탈률 용어의 의미와 예시를 간단히 정리해줘,gpt-4o-mini,202,396,598,0.34,2026-04-05 14:13:00
31,인사팀,user_b01_hr_08,인사팀에서 공유할 교육 만족도 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,695,1061,1756,0.95,2026-01-30 11:14:00
32,마케팅팀,user_b01_mkt_20,가상 구독 상품 사용자 고객의 배송 지연 문의에 대해 정중한 답변을 작성해줘,gpt-4o-mini,543,550,1093,0.54,2026-01-06 15:26:00
33,인사팀,user_b01_hr_20,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘,gpt-4.1-mini,524,819,1343,0.94,2026-01-20 15:54:00
34,고객지원팀,user_b01_cs_08,Blob Storage에서 점수 계산 기능을 구현하는 예시 코드를 작성해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4o-mini,999,1288,2287,1.19,2026-02-09 10:42:00
35,영업팀,user_b01_sales_24,최근 4주 리드 전환 성과를 임원 보고용 보고서 형식으로 정리해줘,gpt-4.1,673,787,1460,4.35,2026-09-24 10:50:00
36,고객지원팀,user_b01_cs_25,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4.1-mini,921,1143,2064,1.37,2026-05-19 13:49:00
37,마케팅팀,user_b01_mkt_28,클릭률 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘 참고용 가짜 이메일: demo.user@example.invalid,gpt-4o-mini,831,499,1330,0.57,2026-07-15 16:35:00
38,인사팀,user_b01_hr_22,테스트용으로 로그 조회 모듈의 단위 테스트 코드를 만들어줘,gpt-4o-mini,489,775,1264,0.69,2026-04-23 16:38:00
39,인사팀,user_b01_hr_05,"지원자 수 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘",gpt-4o-mini,595,764,1359,0.71,2026-01-17 17:43:00
40,마케팅팀,user_b01_mkt_18,마케팅팀에서 공유할 고객 세그먼트 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,687,818,1505,0.77,2026-03-18 13:00:00
41,고객지원팀,user_b01_cs_18,상담 스크립트 관련 긴 문서를 임원 보고용으로 3문단 요약해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,757,490,1247,0.55,2026-08-07 17:54:00
42,인사팀,user_b01_hr_18,인사팀에서 공유할 지원자 수 결과 보고서를 1페이지 분량으로 작성해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,322,894,1216,0.73,2026-02-15 16:40:00
43,개발팀,user_b01_dev_14,개발팀에서 공유할 대시보드 API 결과 보고서를 1페이지 분량으로 작성해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o-mini,779,673,1452,0.69,2026-08-14 15:35:00
44,고객지원팀,user_b01_cs_03,팀 내 공유용으로 환불 정책 관련 아이디어를 10개 제안해줘,gpt-4o-mini,314,350,664,0.33,2026-01-28 14:42:00
45,마케팅팀,user_b01_mkt_11,이메일 오픈율 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘,gpt-4.1-mini,1003,730,1733,1.01,2026-06-30 12:28:00
46,고객지원팀,user_b01_cs_03,고객지원팀에서 공유할 구독 상품 결과 보고서를 1페이지 분량으로 작성해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4o-mini,430,815,1245,0.7,2026-07-27 17:43:00
47,개발팀,user_b01_dev_11,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘,gpt-4o,887,586,1473,3.16,2026-01-07 14:29:00
48,재무/기획팀,user_b01_finplan_13,"계약 성공률 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,735,764,1499,0.74,2026-03-28 14:18:00
49,인사팀,user_b01_hr_10,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘,gpt-4.1-mini,666,453,1119,0.64,2026-08-27 15:09:00
50,개발팀,user_b01_dev_22,개발팀에서 공유할 React 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,509,857,1366,0.75,2026-07-20 10:33:00
51,마케팅팀,user_b01_mkt_34,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4.1,460,558,1018,3.06,2026-02-03 13:40:00
52,고객지원팀,user_b01_cs_09,배송 지연 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4o-mini,483,838,1321,0.73,2026-04-08 14:22:00
53,재무/기획팀,user_b01_finplan_16,"정책 문서에서 위험 조항과 확인 필요 항목만 추려줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,765,676,1441,0.68,2026-04-21 10:50:00
54,인사팀,user_b01_hr_02,인사팀에서 공유할 조직문화 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4.1-mini,815,924,1739,1.13,2026-02-22 14:29:00
55,영업팀,user_b01_sales_26,"React에서 대시보드 기능을 구현하는 예시 코드를 작성해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,949,1225,2174,1.13,2026-07-10 14:20:00
56,영업팀,user_b01_sales_09,"Blob Storage에서 대시보드 기능을 구현하는 예시 코드를 작성해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,747,1269,2016,1.11,2026-05-04 11:11:00
57,인사팀,user_b01_hr_12,샘플고객B 고객의 계정 접근 문의에 대해 정중한 답변을 작성해줘,gpt-4o-mini,250,589,839,0.49,2026-03-17 17:03:00
58,영업팀,user_b01_sales_18,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4.1-mini,449,301,750,0.43,2026-08-02 16:12:00
59,인사팀,user_b01_hr_08,샘플고객B에게 보낼 후속 안내 메일을 작성해줘,gpt-4o-mini,464,582,1046,0.54,2026-05-17 09:11:00
60,재무/기획팀,user_b01_finplan_10,재무/기획팀에서 공유할 사업 전략 결과 보고서를 1페이지 분량으로 작성해줘 참고용 가짜 이메일: demo.user@example.invalid,gpt-4o-mini,480,975,1455,0.83,2026-05-05 13:46:00
61,인사팀,user_b01_hr_01,파일럿 고객에게 보낼 후속 안내 메일을 작성해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4o-mini,635,482,1117,0.51,2026-09-02 14:12:00
62,인사팀,user_b01_hr_06,클릭률 지표를 기준으로 다음 달 예상 리스크를 설명해줘,gpt-4o-mini,627,859,1486,0.78,2026-04-10 13:21:00
63,고객지원팀,user_b01_cs_13,데모고객D 고객의 구독 플랜 변경 문의에 대해 정중한 답변을 작성해줘,gpt-4o-mini,301,319,620,0.31,2026-04-10 10:23:00
64,재무/기획팀,user_b01_finplan_06,부서별 사용량 데이터를 보고 이상치와 반복 패턴을 찾아줘,gpt-4o-mini,673,663,1336,0.65,2026-05-22 11:55:00
65,개발팀,user_b01_dev_16,대시보드 API 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o-mini,484,703,1187,0.63,2026-05-17 09:25:00
66,마케팅팀,user_b01_mkt_07,신제품 캠페인 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘,gpt-4.1-mini,768,991,1759,1.18,2026-03-08 09:29:00
67,마케팅팀,user_b01_mkt_01,SNS 콘텐츠 성과 데이터를 표로 요약하고 해석해줘 참고용 가짜 이메일: demo.user@example.invalid,gpt-4o-mini,558,782,1340,0.71,2026-07-26 12:28:00
68,마케팅팀,user_b01_mkt_18,마케팅팀에서 공유할 랜딩페이지 이탈률 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,509,792,1301,0.7,2026-04-22 09:02:00
69,마케팅팀,user_b01_mkt_21,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4.1-mini,919,725,1644,0.98,2026-03-16 14:26:00
70,고객지원팀,user_b01_cs_31,PostgreSQL 용어의 의미와 예시를 간단히 정리해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4o-mini,156,227,383,0.2,2026-05-16 11:21:00
71,영업팀,user_b01_sales_20,매출의 개념을 비전공자도 이해할 수 있게 설명해줘 참고용 가짜 이메일: demo.user@example.invalid,gpt-4o-mini,148,336,484,0.28,2026-03-06 13:14:00
72,재무/기획팀,user_b01_finplan_04,이번 주 시장 조사 성과를 경영진 보고용 보고서 형식으로 정리해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o-mini,575,1056,1631,0.91,2026-09-02 09:38:00
73,재무/기획팀,user_b01_finplan_16,매출과 비용 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘,gpt-4o-mini,1316,465,1781,0.67,2026-08-11 11:43:00
74,인사팀,user_b01_hr_12,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘",gpt-4o,966,527,1493,3.05,2026-07-14 12:53:00
75,영업팀,user_b01_sales_33,"고객 미팅 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘",gpt-4o-mini,417,939,1356,0.79,2026-01-10 14:07:00
76,영업팀,user_b01_sales_26,영업팀에서 공유할 제안서 결과 보고서를 1페이지 분량으로 작성해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4o,746,1194,1940,5.14,2026-05-28 15:57:00
77,마케팅팀,user_b01_mkt_21,Node.js에서 알림 기능을 구현하는 예시 코드를 작성해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4.1,906,900,1806,5.17,2026-08-28 13:36:00
78,인사팀,user_b01_hr_04,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘,gpt-4.1,842,711,1553,4.27,2026-04-26 09:30:00
79,마케팅팀,user_b01_mkt_29,"신제품 캠페인 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,839,849,1688,0.83,2026-08-01 12:28:00
80,재무/기획팀,user_b01_finplan_17,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: 500 Internal Server Error,gpt-4o-mini,542,805,1347,0.72,2026-06-13 10:23:00
81,재무/기획팀,user_b01_finplan_11,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘,gpt-4.1-mini,551,950,1501,1.07,2026-08-27 12:24:00
82,재무/기획팀,user_b01_finplan_05,"파일럿 고객 고객의 구독 플랜 변경 문의에 대해 정중한 답변을 작성해줘 가상의 인사평가 문구, 면접 피드백, 연락처 010-0000-0000, demo.user@example.invalid를 포함해줘",gpt-4o-mini,642,741,1383,0.7,2026-07-09 16:22:00
83,개발팀,user_b01_dev_18,FastAPI에서 파일 검증 기능을 구현하는 예시 코드를 작성해줘 샘플 고객명과 고객 불만 내용을 포함해줘,gpt-4.1,1076,1178,2254,6.61,2026-03-24 14:09:00
84,재무/기획팀,user_b01_finplan_17,테스트 플랜 이용 중 발생한 문제에 대한 FAQ 답변을 작성해줘 예산 초과 가능성과 비용 절감 금액 30000000원을 포함해줘,gpt-4o-mini,359,490,849,0.45,2026-01-15 12:31:00
85,개발팀,user_b01_dev_13,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘,gpt-4.1-mini,465,577,1042,0.69,2026-09-04 13:12:00
86,마케팅팀,user_b01_mkt_12,"신제품 캠페인 문서에서 핵심 내용과 후속 액션을 5개 bullet로 요약해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4o-mini,1056,421,1477,0.57,2026-01-17 14:31:00
87,영업팀,user_b01_sales_33,상반기 리드 전환 성과를 실무자 공유용 보고용 보고서 형식으로 정리해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4o,720,762,1482,3.58,2026-05-24 17:54:00
88,영업팀,user_b01_sales_33,영업 파이프라인 관련 긴 문서를 임원 보고용으로 3문단 요약해줘,gpt-4o-mini,687,694,1381,0.68,2026-06-25 14:45:00
89,마케팅팀,user_b01_mkt_13,"고객 세그먼트 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘",gpt-4o-mini,685,806,1491,0.76,2026-07-15 16:55:00
90,인사팀,user_b01_hr_19,지원자 수의 개념을 비전공자도 이해할 수 있게 설명해줘,gpt-4o-mini,281,405,686,0.37,2026-07-19 12:23:00
91,마케팅팀,user_b01_mkt_06,SQLAlchemy와 FastAPI의 차이를 비교해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o,367,484,851,2.16,2026-09-15 09:31:00
92,고객지원팀,user_b01_cs_13,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: TypeError: NoneType object is not iterable,gpt-4.1-mini,863,1184,2047,1.39,2026-02-08 14:20:00
93,고객지원팀,user_b01_cs_17,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4o-mini,1396,783,2179,0.92,2026-03-09 10:25:00
94,마케팅팀,user_b01_mkt_10,Blob Storage 용어의 의미와 예시를 간단히 정리해줘 샘플 문의 연락처 010-1234-0000을 포함해줘,gpt-4o-mini,256,282,538,0.27,2026-07-08 17:39:00
95,마케팅팀,user_b01_mkt_18,도달률 지표를 기준으로 다음 달 예상 리스크를 설명해줘,gpt-4o-mini,651,773,1424,0.73,2026-03-05 15:12:00
96,개발팀,user_b01_dev_13,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4.1-mini,1241,683,1924,1.04,2026-08-12 16:39:00
97,마케팅팀,user_b01_mkt_23,"마케팅팀에서 공유할 캠페인 ROAS 결과 보고서를 1페이지 분량으로 작성해줘 가상의 인사평가 문구, 면접 피드백, 연락처 010-0000-0000, demo.user@example.invalid를 포함해줘",gpt-4o,414,1145,1559,4.56,2026-06-20 10:05:00
98,마케팅팀,user_b01_mkt_16,에러율 지표를 기준으로 다음 달 예상 리스크를 설명해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,722,521,1243,0.56,2026-04-13 15:05:00
99,개발팀,user_b01_dev_16,"대시보드 API 진행 상황을 배경, 주요 성과, 이슈, 다음 계획으로 나눠 보고서 초안을 작성해줘 샘플 키 SAMPLE_API_KEY_DO_NOT_USE_1234를 포함해줘",gpt-4.1-mini,850,1256,2106,1.45,2026-03-16 11:07:00
100,영업팀,user_b01_sales_23,고객 문의를 바탕으로 상담사가 사용할 5문장 이내 답변을 만들어줘 참고용 가짜 연락처: 010-0000-0000,gpt-4o-mini,593,555,1148,0.55,2026-05-29 14:48:00
101,재무/기획팀,user_b01_finplan_03,재무/기획팀에서 공유할 서비스 로드맵 결과 보고서를 1페이지 분량으로 작성해줘 샘플 법무 검토 의견과 소송 가능성 문구를 포함해줘,gpt-4.1,674,971,1645,5.14,2026-06-09 17:37:00
102,고객지원팀,user_b01_cs_29,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘,gpt-4o,1299,671,1970,3.96,2026-04-12 13:25:00
103,인사팀,user_b01_hr_04,계정 접근 관련 불만 고객에게 보낼 공감형 안내 문구를 작성해줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘,gpt-4o-mini,544,749,1293,0.68,2026-06-18 10:31:00
104,개발팀,user_b01_dev_06,첨부 문서의 주요 쟁점과 후속 조치 사항을 정리해줘 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000이 노출된 상황도 고려해줘,gpt-4o-mini,769,602,1371,0.63,2026-05-25 12:53:00
105,재무/기획팀,user_b01_finplan_18,2분기 MAU 성과를 임원 보고용 보고서 형식으로 정리해줘,gpt-4.1-mini,481,1069,1550,1.16,2026-03-23 11:58:00
106,마케팅팀,user_b01_mkt_16,"SNS 콘텐츠 성과 데이터를 표로 요약하고 해석해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4.1-mini,547,1039,1586,1.15,2026-09-21 17:51:00
107,인사팀,user_b01_hr_02,"지원자 수 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 샘플 계약서 위약금 조항, 가상 매출 100000000원, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 포함해줘",gpt-4o-mini,871,750,1621,0.77,2026-03-09 12:41:00
108,마케팅팀,user_b01_mkt_36,다음 달 브랜드 검색량 성과를 본부장 보고용 보고서 형식으로 정리해줘,gpt-4.1,715,900,1615,4.89,2026-09-04 11:54:00
109,인사팀,user_b01_hr_13,계약 성공률 지표를 기준으로 다음 달 예상 리스크를 설명해줘 샘플 인사 민감 코멘트와 평가 등급 문구를 포함해줘,gpt-4.1,705,844,1549,4.64,2026-04-16 15:51:00
110,마케팅팀,user_b01_mkt_04,"마케팅팀에서 공유할 신제품 캠페인 결과 보고서를 1페이지 분량으로 작성해줘 가상 매출 100000000원, 비용 70000000원 기준으로 작성해줘",gpt-4.1-mini,557,797,1354,0.93,2026-06-13 15:39:00
111,마케팅팀,user_b01_mkt_03,팀 내 공유용으로 고객 세그먼트 관련 아이디어를 10개 제안해줘 가상고객A와 가상고객B 사례를 포함해줘,gpt-4o-mini,175,371,546,0.31,2026-04-07 15:10:00
112,인사팀,user_b01_hr_08,테스트용으로 분류 모듈의 단위 테스트 코드를 만들어줘,gpt-4.1-mini,524,1025,1549,1.13,2026-05-19 17:20:00
113,마케팅팀,user_b01_mkt_33,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4o-mini,1281,788,2069,0.9,2026-07-25 10:02:00
114,고객지원팀,user_b01_cs_18,재문의율 지표를 바탕으로 월간 업무 보고서의 핵심 요약과 개선점을 작성해줘 테스트 이메일 sample.notice@example.invalid 기준으로 작성해줘,gpt-4o-mini,388,650,1038,0.57,2026-02-11 11:49:00
115,재무/기획팀,user_b01_finplan_08,React에서 대시보드 기능을 구현하는 예시 코드를 작성해줘,gpt-4o-mini,831,1318,2149,1.17,2026-01-10 15:10:00
116,개발팀,user_b01_dev_17,비용 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4o-mini,599,1024,1623,0.9,2026-02-11 17:40:00
117,인사팀,user_b01_hr_03,이번 달 매출과 비용 데이터를 기반으로 핵심 인사이트를 정리해줘,gpt-4.1-mini,982,620,1602,0.9,2026-09-08 15:56:00
118,영업팀,user_b01_sales_28,영업팀에서 공유할 매출 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,703,1053,1756,0.94,2026-06-28 15:59:00
119,인사팀,user_b01_hr_06,에러율 데이터를 보고 증가/감소 원인과 개선 액션을 분석해줘,gpt-4o-mini,684,896,1580,0.82,2026-08-22 11:42:00
120,고객지원팀,user_b01_cs_26,다음 에러 상황을 기준으로 원인과 수정 코드를 제안해줘: 500 Internal Server Error 참고용 가짜 이메일: demo.user@example.invalid,gpt-4.1-mini,921,1500,2421,1.7,2026-05-16 17:15:00
121,개발팀,user_b01_dev_28,이번 주 Azure OpenAI 성과를 경영진 보고용 보고서 형식으로 정리해줘,gpt-4.1-mini,852,1138,1990,1.34,2026-09-01 09:40:00
122,재무/기획팀,user_b01_finplan_03,샘플고객B에게 보낼 후속 안내 메일을 작성해줘,gpt-4.1,482,591,1073,3.23,2026-09-26 12:10:00
123,마케팅팀,user_b01_mkt_16,가상 구독 상품 사용자 고객의 구독 플랜 변경 문의에 대해 정중한 답변을 작성해줘,gpt-4o-mini,395,705,1100,0.61,2026-09-07 09:33:00
124,인사팀,user_b01_hr_02,"다음 회의록을 의사결정 사항, 담당자, 일정으로 나눠 요약해줘 샘플 계약서 위약금 조항, 가상 매출 100000000원, 테스트 문자열 API_KEY_SAMPLE_DO_NOT_USE_0000을 포함해줘",gpt-4.1-mini,1003,585,1588,0.87,2026-09-05 10:32:00
125,인사팀,user_b01_hr_16,인사팀에서 공유할 온보딩 결과 보고서를 1페이지 분량으로 작성해줘,gpt-4o-mini,839,1298,2137,1.16,2026-03-20 10:09:00
126,개발팀,user_b01_dev_20,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4o-mini,728,783,1511,0.75,2026-03-27 10:21:00
127,개발팀,user_b01_dev_26,마스킹 API 응답을 파싱해서 필요한 필드만 추출하는 코드를 작성해줘,gpt-4o,622,1138,1760,4.79,2026-02-09 09:38:00
128,재무/기획팀,user_b01_finplan_13,정책 문서에서 위험 조항과 확인 필요 항목만 추려줘,gpt-4o-mini,779,420,1199,0.5,2026-06-12 16:37:00
129,인사팀,user_b01_hr_03,파일럿 고객 고객의 데이터 누락 문의에 대해 정중한 답변을 작성해줘 샘플 계약서의 위약금 조항과 해지 조건을 포함해줘,gpt-4o-mini,595,479,1074,0.5,2026-02-14 10:01:00
